REGION 0 - SUCCESSFUL EXTRACTIONS (140 images):
Trial | M  | Uncovered Area | Overlap % | Filename
    7 | 56 |     19.399647 |     9.38% | m_56_trial_7.png
    7 | 57 |     16.494153 |    10.26% | m_57_trial_7.png
    7 | 58 |     13.559686 |    10.97% | m_58_trial_7.png
    7 | 59 |     10.538088 |    11.56% | m_59_trial_7.png
    7 | 60 |      7.244720 |    12.08% | m_60_trial_7.png
    7 | 61 |      5.981909 |    12.87% | m_61_trial_7.png
    8 | 48 |     59.737291 |     4.63% | m_48_trial_8.png
    8 | 49 |     53.433331 |     4.75% | m_49_trial_8.png
    8 | 50 |     44.895118 |     5.31% | m_50_trial_8.png
    8 | 51 |     38.481724 |     5.80% | m_51_trial_8.png
    8 | 52 |     32.877947 |     6.21% | m_52_trial_8.png
    8 | 53 |     29.247198 |     7.12% | m_53_trial_8.png
    8 | 54 |     25.496913 |     7.76% | m_54_trial_8.png
    8 | 55 |     21.109128 |     8.54% | m_55_trial_8.png
    8 | 56 |     17.738682 |     9.18% | m_56_trial_8.png
    8 | 57 |     15.112505 |     9.92% | m_57_trial_8.png
    8 | 58 |     13.274258 |    10.61% | m_58_trial_8.png
    8 | 59 |     10.382988 |    11.43% | m_59_trial_8.png
    8 | 60 |      7.266746 |    12.08% | m_60_trial_8.png
    8 | 61 |      5.676565 |    12.98% | m_61_trial_8.png
    9 | 48 |     57.943566 |     4.57% | m_48_trial_9.png
    9 | 49 |     52.225824 |     4.96% | m_49_trial_9.png
    9 | 50 |     45.181922 |     5.06% | m_50_trial_9.png
    9 | 51 |     37.636174 |     5.37% | m_51_trial_9.png
    9 | 52 |     33.136957 |     6.22% | m_52_trial_9.png
    9 | 53 |     29.619060 |     7.28% | m_53_trial_9.png
    9 | 54 |     26.989604 |     8.08% | m_54_trial_9.png
    9 | 55 |     22.992650 |     8.66% | m_55_trial_9.png
    9 | 56 |     19.337301 |     9.26% | m_56_trial_9.png
    9 | 57 |     16.167227 |     9.95% | m_57_trial_9.png
    9 | 58 |     13.461289 |    10.17% | m_58_trial_9.png
    9 | 59 |     11.074769 |    11.22% | m_59_trial_9.png
    9 | 60 |      9.333801 |    11.66% | m_60_trial_9.png
    9 | 61 |      6.318722 |    12.36% | m_61_trial_9.png
    9 | 62 |      5.232140 |    12.95% | m_62_trial_9.png
